#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:primates" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:primates" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:primates" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.primates" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:primates" name="distribution" x="@birthRate.t:primates">
#            <Uniform id="Uniform.100" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="ClockPrior.c:primates" name="distribution">
#            <parameter id="clockRate.c:primates" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Uniform id="Uniform.150" name="distr" upper="Infinity"/>
#        </prior>
#        <distribution id="auto_name_1.prior" monophyletic="true" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:primates">
#            <taxonset id="auto_name_1" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="Tarsius_syrichta" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Lemur_catta" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Homo_sapiens" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Pan" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Gorilla" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Pongo" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Hylobates" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Macaca_fuscata" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="M_mulatta" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="M_fascicularis" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="M_sylvanus" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Saimiri_sciureus" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Normal id="Normal.151" name="distr">
#                <parameter estimate="false" id="RealParameter.300" name="mean" spec="beast.core.parameter.RealParameter">15.0</parameter>
#                <parameter estimate="false" id="RealParameter.301" name="sigma" spec="beast.core.parameter.RealParameter">0.025</parameter>
#            </Normal>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@primates" id="treeLikelihood.primates" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:primates">
#            <siteModel id="SiteModel.s:primates" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:primates" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:primates" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:primates" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:primates" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:primates" id="StrictClock.c:primates" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.primates	TreeHeight	YuleModel	birthRate	logP(mrca(auto_name_1))	mrca.age(auto_name_1)	clockRate
5660000	-6469.7441719927665	-6436.7535327163205	-32.99063927644565	-6436.7535327163205	14.996911937734543	-35.752951294510645	0.16265085881407124	2.762312018064993	14.996911937734543	0.014893931299793446
5661000	-6465.711555004903	-6433.627918422436	-32.08363658246702	-6433.627918422436	14.982589076508559	-34.611065297916426	0.10755383479179684	2.527428715449401	14.982589076508559	0.015131947039079581
5662000	-6468.503334256695	-6436.277451249444	-32.22588300725085	-6436.277451249444	14.9822349298728	-34.74334575486063	0.09774418448060482	2.5174627476097755	14.9822349298728	0.01583453150006499
5663000	-6475.756380405567	-6439.816437467913	-35.93994293765415	-6439.816437467913	15.06876644242387	-34.926824975655066	0.1302255438418662	-1.0131179619990878	15.06876644242387	0.014628206478095433
5664000	-6466.886740929087	-6434.247420610686	-32.639320318400564	-6434.247420610686	14.970142522617007	-34.696086074769056	0.12197717117068681	2.056765756368495	14.970142522617007	0.014760974490046097
5665000	-6469.296675821057	-6437.081553816965	-32.215122004091555	-6437.081553816965	14.988352237995597	-34.876526637231855	0.14651746088391973	2.661404633140299	14.988352237995597	0.014875362547050831
5666000	-6469.266977819918	-6436.066903503408	-33.20007431650988	-6436.066903503408	14.967421897046506	-35.12094900378039	0.14344560017252012	1.9208746872705142	14.967421897046506	0.015118490429626836
5667000	-6470.086297899518	-6435.620438125979	-34.46585977353927	-6435.620438125979	14.954285573961501	-35.563953696025024	0.16116114329654763	1.0980939224857509	14.954285573961501	0.015097391770983959
5668000	-6467.798237695026	-6434.859042206449	-32.93919548857692	-6434.859042206449	14.980607039080894	-35.40826686291821	0.07864489570105034	2.469071374341288	14.980607039080894	0.015406812069287493
5669000	-6473.953971439281	-6440.775973569487	-33.17799786979418	-6440.775973569487	15.038450290099913	-34.76519894368947	0.11561335960444048	1.587201073895285	15.038450290099913	0.015099779763322226
5670000	-6470.878419006148	-6438.791615300284	-32.08680370586395	-6438.791615300284	15.006811270293621	-34.819629904363	0.10697269458095723	2.7328261984990507	15.006811270293621	0.014617536449813779
5671000	-6469.677363129214	-6436.330295105645	-33.34706802356959	-6436.330295105645	14.972718563899244	-35.52158753990316	0.07488800731428348	2.1745195163335644	14.972718563899244	0.01582608738105501
5672000	-6470.093925224857	-6436.720688007014	-33.37323721784291	-6436.720688007014	15.017015054827933	-35.91156846611412	0.07711420216838735	2.5383312482712084	15.017015054827933	0.014382782157723291
5673000	-6474.181614236881	-6442.27654792281	-31.90506631407055	-6442.27654792281	14.981058072969795	-34.38796995528571	0.12544934881865658	2.482903641215164	14.981058072969795	0.015810726236116554
5674000	-6471.071754050128	-6438.658782002748	-32.41297204737988	-6438.658782002748	14.981033861840316	-34.895141450935384	0.10340430567338725	2.4821694035555013	14.981033861840316	0.015083228578330896
5675000	-6469.569999703852	-6437.120636469206	-32.449363234646015	-6437.120636469206	15.000010360761616	-35.21930406967897	0.12640289682899647	2.7699408350329584	15.000010360761616	0.01483126421762566
5676000	-6467.862183524783	-6435.851678844411	-32.01050468037169	-6435.851678844411	15.00609705918901	-34.75070629667752	0.14341150418521992	2.7402016163058334	15.00609705918901	0.014981231697164723
5677000	-6472.860237209456	-6440.689141805311	-32.171095404144495	-6440.689141805311	14.987995161629325	-34.82574340960893	0.144883961231802	2.6546480054644346	14.987995161629325	0.016052924163629877
5678000	-6472.055738826878	-6434.272980151803	-37.78275867507562	-6434.272980151803	15.043347953537305	-39.049463535287	0.04013318218134198	1.266704860211387	15.043347953537305	0.015643569420854327
5679000	-6471.337543952563	-6436.489092867052	-34.84845108551015	-6436.489092867052	14.967592558247782	-36.77819818168069	0.193262061724273	1.929747096170542	14.967592558247782	0.01537424560980562
5680000	-6479.699050756145	-6445.283855042832	-34.41519571331252	-6445.283855042832	14.99785901186341	-37.18146957006097	0.19747019339016866	2.7662738567484477	14.99785901186341	0.01576267003333319
5681000	-6468.268788385981	-6434.769186471202	-33.49960191477825	-6434.769186471202	15.043030285368701	-34.78825846855804	0.13767770734791254	1.2886565537797883	15.043030285368701	0.015350134167439381
5682000	-6474.977314488481	-6438.083486186957	-36.89382830152375	-6438.083486186957	14.99186683043649	-39.610850464713955	0.2471342875268956	2.71702216319021	14.99186683043649	0.014166001605079654
5683000	-6469.614259065803	-6437.030590645875	-32.58366841992725	-6437.030590645875	14.97283224349188	-34.76313974588889	0.10933962939062739	2.179471325961643	14.97283224349188	0.015585637405452877
5684000	-6470.241902060031	-6435.574105456939	-34.667796603091936	-6435.574105456939	15.053241271802804	-35.17003110545715	0.08641145910580855	0.5022345023652104	15.053241271802804	0.014861730291113876
5685000	-6468.75121349056	-6434.942360215642	-33.808853274917574	-6434.942360215642	14.949862562108644	-34.567784053179146	0.12010456659053172	0.7589307782615689	14.949862562108644	0.01518367952229614
5686000	-6468.285998721663	-6435.894343207736	-32.3916555139274	-6435.894343207736	15.009434854414222	-35.09038325258261	0.16718712585206014	2.6987277386552155	15.009434854414222	0.015778389685268873
5687000	-6470.017323800292	-6437.986685561182	-32.03063823910984	-6437.986685561182	14.998726202689966	-34.79928111234946	0.13544573571862298	2.768642873239623	14.998726202689966	0.015518136838208808
5688000	-6468.92364917575	-6436.675944104218	-32.24770507153211	-6436.675944104218	14.984885999442724	-34.834899582165114	0.11669945480292604	2.587194510633001	14.984885999442724	0.015416945509259813
5689000	-6469.625194297917	-6435.470897914553	-34.15429638336446	-6435.470897914553	15.024245135260143	-36.453976037247614	0.0643493823303642	2.299679653883154	15.024245135260143	0.015621554255127222
5690000	-6471.82611081319	-6438.065500964397	-33.76060984879322	-6438.065500964397	14.984493519881386	-36.33819002916732	0.18140521869456994	2.5775801803740976	14.984493519881386	0.015048290362292329
5691000	-6467.298606746575	-6435.1229123412795	-32.175694405296085	-6435.1229123412795	15.013897420167433	-34.7911246963572	0.10926573055985961	2.6154302910611174	15.013897420167433	0.014783586957543176
5692000	-6470.818781832555	-6438.851401565723	-31.967380266831874	-6438.851401565723	14.984002309929648	-34.53258031767152	0.09462180571807223	2.5652000508396435	14.984002309929648	0.01589364189447929
5693000	-6472.4257575437005	-6439.613486157438	-32.81227138626196	-6439.613486157438	15.014604462170249	-35.41158005494544	0.1227856237078809	2.599308668683476	15.014604462170249	0.014451769670402426
5694000	-6469.103321747501	-6433.625478533297	-35.477843214204185	-6433.625478533297	14.9521523845426	-36.416268691146094	0.20278932084435353	0.9384254769419096	14.9521523845426	0.015652661277406207
5695000	-6469.268953975955	-6436.848283064956	-32.42067091099827	-6436.848283064956	15.026732940390131	-34.61889175038569	0.11888311962915152	2.1982208393874227	15.026732940390131	0.015488467119712203
5696000	-6472.664722804679	-6439.335369100807	-33.32935370387147	-6439.335369100807	14.98488678530932	-35.91656721815145	0.07530594746924052	2.5872135142799775	14.98488678530932	0.014800277600470422
5697000	-6471.610735805075	-6438.219513428468	-33.391222376606656	-6438.219513428468	15.020357384311463	-35.82962482071223	0.07299772556373653	2.4384024441055745	15.020357384311463	0.014709816270311775
5698000	-6467.773576280268	-6434.730802005728	-33.04277427453994	-6434.730802005728	15.00166134811894	-35.810507133391354	0.1760078240507066	2.7677328588514185	15.00166134811894	0.015272589151913615
5699000	-6471.834157260046	-6438.421932219648	-33.412225040398134	-6438.421932219648	15.035057093544497	-35.198966115077326	0.15798577049954976	1.7867410746791896	15.035057093544497	0.014894869082289021
5700000	-6471.058759412505	-6437.853458514353	-33.20530089815224	-6437.853458514353	14.98479554256365	-35.79030139831446	0.1768977298482955	2.5850005001622214	14.98479554256365	0.015012806606490323
5701000	-6468.2797705677285	-6435.7880942666525	-32.491676301075614	-6435.7880942666525	14.998119877108055	-35.258789332313825	0.08199156118283976	2.76711303123821	14.998119877108055	0.01499298561063002
5702000	-6471.331471134175	-6437.566834326049	-33.76463680812694	-6437.566834326049	14.962536026490378	-35.41173828013247	0.07755098703283687	1.6471014720055337	14.962536026490378	0.015006551244415432
5703000	-6472.107402011824	-6439.512015750652	-32.59538626117223	-6439.512015750652	15.033142874651853	-34.48656706993074	0.1387588086610208	1.8911808087585142	15.033142874651853	0.014844336526323066
5704000	-6472.181369923924	-6440.322765284418	-31.85860463950549	-6440.322765284418	15.02717353218617	-34.037824879236496	0.11792016658838542	2.1792202397310043	15.02717353218617	0.016936728779474348
5705000	-6467.297612727295	-6434.939375708978	-32.358237018316515	-6434.939375708978	15.011618665698334	-35.02018322513806	0.08590052082187961	2.6619462068215465	15.011618665698334	0.015624633358415196
5706000	-6475.2369139184575	-6440.984560787125	-34.252353131332804	-6440.984560787125	14.949674987019002	-34.996208507011936	0.1232917916027026	0.743855375679134	14.949674987019002	0.014568550071378212
5707000	-6471.126754041144	-6435.578168266903	-35.548585774241	-6435.578168266903	14.933871253952187	-34.820117852065366	0.10043792429572877	-0.728467922175632	14.933871253952187	0.014789173222495067
5708000	-6470.001674360239	-6437.957090237575	-32.04458412266348	-6437.957090237575	14.992839674484136	-34.77350883437824	0.10085994952011854	2.7289247117147584	14.992839674484136	0.014625548735493123
5709000	-6472.874235643432	-6440.385047183839	-32.489188459593386	-6440.385047183839	14.996154358701725	-35.24729821490665	0.1733068557311755	2.758109755313265	14.996154358701725	0.016152049026528913
5710000	-6471.406023878844	-6437.780510825756	-33.62551305308802	-6437.780510825756	15.027366478489467	-35.7963146580657	0.1627762183660752	2.170801604977679	15.027366478489467	0.01534403608060555
5711000	-6471.628289327672	-6439.415312486778	-32.21297684089434	-6439.415312486778	15.008122773437195	-34.930134203154	0.15734935367427344	2.7171573622596585	15.008122773437195	0.015403702020633146
5712000	-6468.24328782277	-6435.008785455085	-33.23450236768499	-6435.008785455085	15.02285921569137	-35.586408294974625	0.07798897988688898	2.351905927289633	15.02285921569137	0.014527545191890383
5713000	-6473.684711196916	-6440.779553105865	-32.90515809105138	-6440.779553105865	14.995402900409148	-35.65819235224208	0.16907449007924533	2.753034261190698	14.995402900409148	0.01573769050351974
5714000	-6470.247833460297	-6437.497580308099	-32.750253152198425	-6437.497580308099	14.992487928733178	-35.47504910133344	0.1548326684402418	2.724795949135014	14.992487928733178	0.015453698254437216
5715000	-6468.793367029357	-6436.606456887616	-32.18691014174054	-6436.606456887616	15.001973979978624	-34.953733785085	0.0978253283515459	2.766823643344457	15.001973979978624	0.015690915126000696
5716000	-6469.9240878778055	-6437.960222323061	-31.963865554744242	-6437.960222323061	15.000093311891764	-34.73379950996619	0.10267452325175913	2.769933955221948	15.000093311891764	0.014394534114861749
5717000	-6470.673043436489	-6436.864347482115	-33.808695954374734	-6436.864347482115	15.014896975535972	-36.40110097118851	0.06360724453551345	2.592405016813779	15.014896975535972	0.014446196421240565
5718000	-6471.553413845546	-6440.0692330711845	-31.484180774361064	-6440.0692330711845	15.004247641070968	-34.23968773153611	0.12818168176348255	2.755506957175043	15.004247641070968	0.016816348556688107
5719000	-6476.247971037404	-6442.101825762476	-34.14614527492759	-6442.101825762476	14.96639520757863	-36.01266053689017	0.18945842049077885	1.86651526196258	14.96639520757863	0.014853331865322051
5720000	-6468.100399623597	-6436.055725962347	-32.04467366124957	-6436.055725962347	14.999427216431691	-34.81435211734593	0.09530801865006794	2.7696784560963637	14.999427216431691	0.0159211351100241
5721000	-6470.239733790483	-6437.205590725146	-33.03414306533693	-6437.205590725146	14.977074953928026	-35.3836377963245	0.12188618414562401	2.3494947309875718	14.977074953928026	0.014058778760286116
5722000	-6466.828302352739	-6434.019079475674	-32.809222877065245	-6434.019079475674	14.967414158400905	-34.72969413979744	0.11519795011487212	1.9204712627321952	14.967414158400905	0.015081080300550933
5723000	-6466.73521508229	-6434.525566963998	-32.20964811829147	-6434.525566963998	14.995990260799973	-34.96672663243894	0.15382190868464596	2.7570785141474747	14.995990260799973	0.015222462296236977
5724000	-6471.960646302161	-6439.708450805416	-32.25219549674479	-6439.708450805416	14.994814032090373	-35.000621007126306	0.10477552605246547	2.748425510381518	14.994814032090373	0.01527463101807648
5725000	-6473.925410023423	-6440.653798026291	-33.27161199713169	-6440.653798026291	14.968158575567589	-35.230451870133	0.1571366441925457	1.9588398730013115	14.968158575567589	0.015230108361415978
5726000	-6474.218914626298	-6437.581189349145	-36.63772527715347	-6437.581189349145	14.971341126075762	-38.750601354378446	0.2455337151270923	2.1128760772249717	14.971341126075762	0.01400956111173036
5727000	-6471.127705756335	-6438.299099209062	-32.82860654727268	-6438.299099209062	15.007753920024143	-35.550448847589294	0.07408411132704629	2.721842300316616	15.007753920024143	0.015261243537329489
5728000	-6468.3857963906385	-6436.154718322504	-32.23107806813465	-6436.154718322504	14.996493074927955	-34.99118017027516	0.10856769367538642	2.760102102140511	14.996493074927955	0.014694695279956649
5729000	-6468.897552268519	-6435.096476295333	-33.80107597318586	-6435.096476295333	15.001783961473087	-36.568470879265156	0.19257595859828067	2.7673949060792955	15.001783961473087	0.0149655240104418
5730000	-6474.040697280688	-6440.675950002423	-33.36474727826494	-6440.675950002423	14.97324997245585	-35.56223702028398	0.0869476728340437	2.197489742019041	14.97324997245585	0.014899556494489902
5731000	-6466.951852316309	-6434.478279979368	-32.47357233694048	-6434.478279979368	14.987585876970769	-35.12022489738184	0.1355090535681452	2.6466525604413578	14.987585876970769	0.014834415186497736
5732000	-6468.049383389915	-6435.410937605673	-32.6384457842423	-6435.410937605673	14.981458224213519	-35.133348745698655	0.12486663479466689	2.4949029614563516	14.981458224213519	0.015015161852328705
5733000	-6470.981416474438	-6437.435560155452	-33.545856318986765	-6437.435560155452	14.970050766843084	-35.59823198654617	0.07773538517155107	2.0523756675594	14.970050766843084	0.01482772530076931
5734000	-6471.616740187748	-6439.7642336218705	-31.85250656587762	-6439.7642336218705	15.007884714163433	-34.57271251283565	0.11365886700374363	2.72020594695803	15.007884714163433	0.014222001949045887
5735000	-6471.090381600129	-6438.712848485701	-32.37753311442751	-6438.712848485701	14.966450450959133	-34.24701624266035	0.12005060562040362	1.8694831282328415	14.966450450959133	0.015552919338348169
5736000	-6470.36996966703	-6438.325989466105	-32.04398020092506	-6438.325989466105	15.001958200082957	-34.81085348378242	0.08472471515153895	2.766873282857351	15.001958200082957	0.016650206816517955
5737000	-6470.503319666864	-6438.0579553827365	-32.445364284127336	-6438.0579553827365	15.010456903338602	-35.127827743090315	0.1673249413810915	2.682463458962976	15.010456903338602	0.01587232362043681
5738000	-6473.530709767862	-6438.972228685112	-34.55848108275024	-6438.972228685112	14.93697783318174	-34.150987195284564	0.13244368576066168	-0.40749388746567705	14.93697783318174	0.016193693238147313
5739000	-6468.316972461031	-6436.360336581079	-31.956635879951964	-6436.360336581079	15.01605881523776	-34.52026836338884	0.10234254222271853	2.5636324834368738	15.01605881523776	0.015480347116990478
5740000	-6468.638482750528	-6436.817784865664	-31.820697884863836	-6436.817784865664	14.994066285091105	-34.56247162767706	0.11081376914411589	2.741773742813226	14.994066285091105	0.01612680039103717
5741000	-6470.76380863216	-6438.440658002016	-32.323150630144106	-6438.440658002016	15.007174471535883	-35.05191311759801	0.11107302104702386	2.7287624874539045	15.007174471535883	0.015377487630557846
5742000	-6471.455355572239	-6439.3670126138095	-32.08834295842912	-6439.3670126138095	15.001428978534763	-34.856650295616134	0.08498840896848424	2.7683073371870126	15.001428978534763	0.014911939531052788
5743000	-6466.96065571256	-6435.467411397423	-31.49324431513643	-6435.467411397423	14.99508707761198	-34.24387579093313	0.11678439629787137	2.7506314757967023	14.99508707761198	0.015521018595834041
5744000	-6470.404365701058	-6436.711980938294	-33.69238476276403	-6436.711980938294	15.041546446834587	-35.08143988800993	0.1013277499275045	1.389055125245905	15.041546446834587	0.014444711007167424
5745000	-6476.163327982349	-6443.827355227744	-32.335972754604796	-6443.827355227744	15.00588603447362	-35.07819735405434	0.12449671583689921	2.7422245994495427	15.00588603447362	0.01542431630738193
5746000	-6472.525768295473	-6437.0747702935905	-35.45099800188246	-6437.0747702935905	14.933541592647007	-34.68756299647464	0.10647267307442726	-0.7634350054078212	14.933541592647007	0.014864836906965122
5747000	-6465.794858803265	-6433.68058225391	-32.11427654935477	-6433.68058225391	14.980051095618693	-34.56585044145241	0.10950762301069927	2.451573892097639	14.980051095618693	0.015443086121527144
5748000	-6471.253425147273	-6437.367075988438	-33.886349158835245	-6437.367075988438	15.027633701476054	-36.04539291393038	0.17281599216023835	2.159043755095132	15.027633701476054	0.015126618269674638
5749000	-6471.247009696087	-6439.0544843228445	-32.19252537324248	-6439.0544843228445	15.021956804689243	-34.576785276422505	0.12022597408562358	2.384259903180025	15.021956804689243	0.014744233851205291
5750000	-6471.6633981863115	-6438.267880357114	-33.39551782919757	-6438.267880357114	15.02850641545672	-35.51536617235394	0.14927128537118567	2.119848343156371	15.02850641545672	0.014318304711888701
5751000	-6473.112134164084	-6436.394596591393	-36.71753757269137	-6436.394596591393	15.008525246595891	-39.429334629984034	0.2611063708477619	2.7117970572926637	15.008525246595891	0.014550056526613293
5752000	-6467.031894676162	-6434.713772538446	-32.31812213771575	-6434.713772538446	14.990544661572649	-35.01654031880442	0.10988351043005815	2.698418181088671	14.990544661572649	0.014877166031095273
5753000	-6471.590409850379	-6437.975435370885	-33.61497447949374	-6437.975435370885	15.038030522341485	-35.227858896750064	0.0977374689854843	1.612884417256328	15.038030522341485	0.014813497773822648
5754000	-6468.846299549459	-6436.52914226221	-32.31715728724896	-6436.52914226221	14.986478452829532	-34.940832417851674	0.10637170820858846	2.623675130602712	14.986478452829532	0.0146064500419215
5755000	-6466.952371224695	-6434.780535832676	-32.171835392018764	-6434.780535832676	14.98518861159875	-34.766274531829865	0.13180090877191117	2.594439139811102	14.98518861159875	0.014902814003310581
5756000	-6467.604122065014	-6435.003534461235	-32.600587603779324	-6435.003534461235	14.994053320119937	-35.34223812341183	0.14845671909907907	2.7416505196325054	14.994053320119937	0.015022504078014783
5757000	-6469.410066761724	-6437.263537889461	-32.146528872262785	-6437.263537889461	14.999570553461762	-34.916322253708685	0.12629152077623107	2.7697933814459	14.999570553461762	0.01603292319745994
5758000	-6467.875093478727	-6435.695337347747	-32.179756130979946	-6435.695337347747	15.007305674885945	-34.906998743457905	0.16074693876254795	2.727242612477961	15.007305674885945	0.016427178293146924
5759000	-6470.5484351057	-6437.203717991717	-33.344717113983336	-6437.203717991717	15.00794735017352	-36.06412973506816	0.17907868128080945	2.7194126210848237	15.00794735017352	0.014841387728448003
5760000	-6468.2129775316635	-6435.596950795687	-32.61602673597638	-6435.596950795687	14.992943548616864	-35.34613285198759	0.13453688722251164	2.730106116011217	14.992943548616864	0.014711330378552982
5761000	-6472.308850114108	-6438.889870887293	-33.41897922681541	-6438.889870887293	14.960434087042856	-34.93655097321883	0.14215060791311002	1.5175717464034162	14.960434087042856	0.014710182502067688
5762000	-6468.504759643501	-6435.299920144302	-33.20483949919881	-6435.299920144302	14.960818741782191	-34.746643623683575	0.09501165661782057	1.5418041244847607	14.960818741782191	0.015019197679022697
5763000	-6468.912695139737	-6435.504869698224	-33.407825441512976	-6435.504869698224	14.95540184964214	-34.586570350148406	0.12363291911938314	1.1787449086354278	14.95540184964214	0.014897735203529086
5764000	-6470.099767176657	-6437.365070686039	-32.734696490618276	-6437.365070686039	15.018585489677907	-35.22830107027347	0.09385600443797688	2.4936045796551944	15.018585489677907	0.0153197864833258
5765000	-6468.187512100825	-6435.864830614372	-32.322681486452794	-6435.864830614372	14.990436870966487	-35.01945965783277	0.15480773091481143	2.696778171379972	14.990436870966487	0.015195505976398035
5766000	-6468.566365425579	-6435.232824500497	-33.33354092508163	-6435.232824500497	14.977822512661714	-35.710009090279016	0.17406712229560312	2.3764681651973847	14.977822512661714	0.015484192673911336
5767000	-6469.480166409775	-6435.736400817806	-33.74376559196935	-6435.736400817806	14.964873825158055	-35.52662798565708	0.16511989792836113	1.782862393687732	14.964873825158055	0.01508723557731653
5768000	-6470.7483535460005	-6438.304657494621	-32.44369605137902	-6438.304657494621	14.982163827259456	-34.95913372586385	0.12111925390187672	2.5154376744848297	14.982163827259456	0.015761520858769633
5769000	-6471.848433049116	-6438.9978073065095	-32.85062574260602	-6438.9978073065095	14.973204847488248	-35.04618250501282	0.09105712872192483	2.195556762406804	14.973204847488248	0.015079824544409332
5770000	-6468.521399508818	-6436.601644130513	-31.919755378304917	-6436.601644130513	15.00608843892647	-34.66004102836509	0.1010794947241356	2.740285650060176	15.00608843892647	0.014922313958335631
5771000	-6473.470541947406	-6440.37684006883	-33.093701878576546	-6440.37684006883	15.031008350711925	-35.09442854838681	0.10701877681589625	2.0007266698102617	15.031008350711925	0.014422601362827527
5772000	-6471.971028799903	-6438.394721846327	-33.57630695357579	-6438.394721846327	15.040049867752273	-35.06305434890538	0.09576041410919088	1.4867473953295947	15.040049867752273	0.014129437518128467
5773000	-6469.9493810741415	-6436.5383497517505	-33.41103132239079	-6436.5383497517505	15.030933764089761	-35.41545403469125	0.11651566718262789	2.004422712300457	15.030933764089761	0.014690488362220571
5774000	-6472.011404236354	-6439.466418923031	-32.544985313323394	-6439.466418923031	14.991261295134041	-35.253834264045196	0.0887761334186781	2.7088489507218005	14.991261295134041	0.014512086986201439
5775000	-6471.912521341273	-6439.014263237581	-32.89825810369127	-6439.014263237581	15.027223414724945	-35.075307577171436	0.09977678325630847	2.17704947348017	15.027223414724945	0.015113475987286533
5776000	-6473.492338230714	-6437.843529866806	-35.64880836390822	-6437.843529866806	15.045799712928167	-36.74065832137549	0.06214732297776722	1.0918499574672675	15.045799712928167	0.01431045178723325
5777000	-6476.355518139371	-6441.66966882677	-34.68584931260105	-6441.66966882677	15.019296561578262	-37.15790440251539	0.20815703784757128	2.472055089914342	15.019296561578262	0.01608490990195001
5778000	-6474.335035077752	-6441.283449361696	-33.05158571605636	-6441.283449361696	15.025807788763633	-35.288693068271	0.2059880906546522	2.237107352214641	15.025807788763633	0.016910160581932863
5779000	-6475.610856026451	-6442.516466633716	-33.094389392734776	-6442.516466633716	15.017455369975904	-35.62057836084748	0.1569754066666309	2.526188968112707	15.017455369975904	0.013355998565905155
5780000	-6474.052298008866	-6439.915413726718	-34.136884282148046	-6439.915413726718	15.05386914068976	-34.58531774813486	0.11217950593381487	0.44843346598681455	15.05386914068976	0.01548735805061492
5781000	-6466.313505846363	-6433.798257555437	-32.51524829092592	-6433.798257555437	15.011455360226181	-35.18020898950592	0.09528180881650733	2.664960698580006	15.011455360226181	0.014526286800980797
5782000	-6466.452991532843	-6434.535257945099	-31.917733587744006	-6434.535257945099	14.996008619268745	-34.6749296125398	0.10579703287825296	2.7571960247957934	14.996008619268745	0.015697990985115456
5783000	-6471.922755968199	-6438.256558653466	-33.666197314733935	-6438.256558653466	14.955908057231461	-34.88085870195993	0.10241472582466875	1.2146613872259922	14.955908057231461	0.014881608852065053
5784000	-6475.317580054098	-6436.569653333541	-38.74792672055667	-6436.569653333541	15.0886166717835	-35.23553602707829	0.14919523120317962	-3.512390693478382	15.0886166717835	0.014410238832208848
5785000	-6468.809606534513	-6435.759789784434	-33.04981675007846	-6435.759789784434	14.97114802476801	-35.153808491157804	0.14208714662268832	2.1039917410793407	14.97114802476801	0.01489961351822056
5786000	-6467.504133480183	-6434.9504682638635	-32.55366521631927	-6434.9504682638635	14.972576179800624	-34.72195340576638	0.12763961518230754	2.168288189447113	14.972576179800624	0.014815015380405132
5787000	-6469.727064007982	-6437.617687690878	-32.109376317105	-6437.617687690878	14.981176646484213	-34.595862327950044	0.13587136918243917	2.4864860108450406	14.981176646484213	0.01610339782133846
5788000	-6470.668451407747	-6436.593790912556	-34.07466049519058	-6436.593790912556	14.959155054152436	-35.50995373506751	0.15773484988072167	1.4352932398769345	14.959155054152436	0.015162112683494865
5789000	-6469.37768714274	-6435.311846881977	-34.065840260763686	-6435.311846881977	14.951141532703764	-34.926061320443026	0.1286864971074251	0.8602210596793394	14.951141532703764	0.014942164778568474
5790000	-6469.787391261695	-6435.905952856131	-33.88143840556381	-6435.905952856131	15.00291093638018	-36.644600485985514	0.18037716574934523	2.763162080421697	15.00291093638018	0.014903456373977941
5791000	-6470.051364212539	-6437.409625561427	-32.641738651111666	-6437.409625561427	15.014043457789107	-35.25390460668138	0.16555910833980947	2.6121659555697176	15.014043457789107	0.01549463416929759
5792000	-6474.272239241109	-6441.143503872058	-33.12873536905052	-6441.143503872058	15.003025475182278	-35.891353489896915	0.15799101259573914	2.762618120846397	15.003025475182278	0.014715112764583803
